User_ID,User_Type,Department,Region,Platform_Source,App_Installed,First_Login_Completed,Days_Since_Last_Activity,Registered_for_Event,Event_Type,Event_Mode,Newsletter_Subscribed,Saved_Event_Count,Feedback_Rating,Course_Completed,Time_Spent_Total_Minutes
ECL104298,Student,Commerce,North,YouTube,1,0,9,0,Conference,Online,0,5,1,1,154
ECL104299,Faculty,Engineering,East,WhatsApp,1,0,65,1,Webinar,Hybrid,0,3,3,0,305
ECL104300,Faculty,Engineering,North,Instagram,1,0,8,1,Conference,Offline,1,9,1,1,385
ECL104301,Faculty,Arts,Central,LinkedIn,0,1,71,0,STTP,Online,0,4,5,1,423
ECL104302,Entrepreneur,Medical,East,Email,1,1,20,1,Webinar,Offline,0,9,1,1,374
ECL104303,Student,Medical,South,YouTube,0,1,69,0,Conference,Hybrid,0,1,5,1,20
ECL104304,Professional,Science,North,WhatsApp,1,1,42,0,Workshop,Offline,1,8,5,0,469
ECL104305,Entrepreneur,Medical,Central,YouTube,0,1,70,0,Hackathon,Offline,0,1,4,0,136
ECL104306,Faculty,Science,South,WhatsApp,1,1,6,1,Conference,Offline,0,8,1,1,284
ECL104307,Faculty,Engineering,North,YouTube,0,0,1,0,FDP,Offline,0,1,4,0,227
ECL104308,Faculty,Commerce,West,LinkedIn,1,1,33,0,Webinar,Online,0,3,3,0,478
ECL104309,Student,Engineering,West,Instagram,1,0,87,0,Webinar,Offline,1,0,1,0,382
ECL104310,Professional,Law,Central,Instagram,1,1,55,0,FDP,Hybrid,0,4,3,0,236
ECL104311,Student,Arts,North,Email,1,1,16,0,Workshop,Hybrid,0,7,2,1,194
ECL104312,Student,Arts,West,WhatsApp,1,1,25,0,STTP,Hybrid,1,9,5,1,37
ECL104313,Student,Engineering,South,YouTube,1,1,20,0,FDP,Offline,1,1,5,1,250
ECL104314,Entrepreneur,Engineering,South,YouTube,0,1,17,0,Hackathon,Hybrid,0,4,1,1,167
ECL104315,Entrepreneur,Polytechnic,North,Email,1,0,73,0,Hackathon,Online,0,6,4,0,332
ECL104316,Faculty,Commerce,Central,YouTube,1,0,34,1,STTP,Online,0,7,4,0,117
ECL104317,Professional,Polytechnic,North,WhatsApp,1,1,48,0,STTP,Hybrid,0,5,1,1,318
ECL104318,Faculty,Science,East,ACE Website,1,1,56,1,Hackathon,Offline,1,3,5,1,474
ECL104319,Faculty,Arts,Central,ACE Website,1,1,83,0,Conference,Hybrid,0,9,1,0,223
ECL104320,Entrepreneur,Law,South,LinkedIn,1,1,40,0,STTP,Online,0,2,5,0,302
ECL104321,Student,Arts,North,Instagram,0,1,23,0,STTP,Hybrid,0,2,5,1,317
ECL104322,Entrepreneur,Science,East,ACE Website,1,0,62,1,Conference,Hybrid,0,8,2,0,60
ECL104323,Professional,Science,West,YouTube,0,1,64,1,Conference,Online,1,2,1,0,134
ECL104324,Student,Arts,North,Email,1,1,79,0,Conference,Offline,0,5,4,0,460
ECL104325,Student,Polytechnic,East,Email,1,1,24,0,Conference,Hybrid,0,0,5,1,410
ECL104326,Student,Science,West,Email,1,1,79,1,Hackathon,Online,0,4,3,0,416
ECL104327,Faculty,Law,West,ACE Website,1,1,24,1,Workshop,Online,0,7,2,0,232
ECL104328,Student,Medical,North,WhatsApp,0,1,85,0,Webinar,Hybrid,0,7,5,0,436
ECL104329,Entrepreneur,Engineering,South,Instagram,1,1,64,0,Conference,Offline,0,2,3,0,258
ECL104330,Faculty,Medical,West,YouTube,1,0,55,1,Conference,Hybrid,1,2,1,1,123
ECL104331,Entrepreneur,Polytechnic,South,YouTube,0,1,84,1,Workshop,Offline,0,0,2,0,313
ECL104332,Student,Polytechnic,South,YouTube,1,1,81,1,Workshop,Online,0,4,1,1,231
ECL104333,Student,Polytechnic,West,WhatsApp,1,0,28,0,STTP,Offline,1,1,5,1,120
ECL104334,Professional,Engineering,East,WhatsApp,1,1,35,0,Conference,Offline,0,3,4,0,85
ECL104335,Faculty,Engineering,North,Email,1,1,22,1,STTP,Hybrid,1,6,4,0,314
ECL104336,Faculty,Law,Central,YouTube,1,1,70,1,Conference,Online,1,7,5,0,47
ECL104337,Professional,Polytechnic,North,Instagram,1,1,62,1,STTP,Hybrid,0,9,1,1,159
ECL104338,Student,Commerce,Central,Email,0,1,74,0,Hackathon,Offline,0,9,4,0,66
ECL104339,Faculty,Arts,South,Instagram,1,0,22,0,Conference,Hybrid,0,4,3,0,141
ECL104340,Faculty,Law,Central,LinkedIn,1,1,19,0,Hackathon,Hybrid,0,9,5,0,448
ECL104341,Student,Medical,East,Instagram,1,0,5,0,Conference,Hybrid,0,5,3,0,95
ECL104342,Professional,Engineering,North,ACE Website,1,1,15,1,Hackathon,Hybrid,0,2,4,1,96
ECL104343,Entrepreneur,Arts,Central,ACE Website,1,0,76,0,Hackathon,Online,0,2,4,1,143
ECL104344,Faculty,Arts,South,WhatsApp,0,1,70,1,Workshop,Online,0,9,1,0,472
ECL104345,Entrepreneur,Commerce,South,LinkedIn,1,0,48,1,Conference,Online,1,4,2,0,202
ECL104346,Professional,Engineering,North,WhatsApp,1,1,11,1,FDP,Hybrid,1,4,3,1,117
ECL104347,Student,Law,West,WhatsApp,1,0,62,1,Conference,Offline,0,2,5,0,355
ECL104348,Faculty,Law,Central,Instagram,1,0,73,0,Hackathon,Hybrid,0,4,1,0,448
ECL104349,Entrepreneur,Engineering,West,WhatsApp,1,0,3,0,Conference,Hybrid,0,4,1,0,269
ECL104350,Student,Science,West,LinkedIn,1,1,72,0,Webinar,Offline,1,0,5,0,68
ECL104351,Entrepreneur,Law,West,Email,0,0,14,0,Workshop,Hybrid,1,5,2,0,284
ECL104352,Student,Commerce,North,Email,1,1,65,1,Conference,Offline,1,2,2,1,384
ECL104353,Professional,Science,East,Email,1,1,66,0,Conference,Offline,0,7,3,0,246
ECL104354,Student,Medical,Central,ACE Website,1,1,3,0,FDP,Offline,1,6,3,1,174
ECL104355,Faculty,Engineering,West,YouTube,1,1,22,0,Workshop,Offline,0,2,1,1,479
ECL104356,Faculty,Commerce,Central,WhatsApp,0,1,29,0,Workshop,Online,0,8,2,1,471
ECL104357,Professional,Medical,South,Instagram,0,0,38,1,Webinar,Hybrid,0,5,3,0,297
ECL104358,Professional,Medical,South,WhatsApp,0,0,66,1,FDP,Hybrid,0,6,4,1,72
ECL104359,Professional,Engineering,South,ACE Website,1,1,16,0,Workshop,Online,0,0,4,1,281
ECL104360,Entrepreneur,Law,North,Instagram,0,1,57,0,Conference,Hybrid,0,5,3,0,471
ECL104361,Faculty,Commerce,West,LinkedIn,1,1,49,0,Workshop,Online,0,4,2,0,106
ECL104362,Faculty,Science,West,Email,1,0,57,0,FDP,Online,1,1,3,0,454
ECL104363,Professional,Law,North,YouTube,1,1,51,1,Workshop,Online,0,7,2,0,410
ECL104364,Entrepreneur,Commerce,South,LinkedIn,1,0,49,0,Conference,Hybrid,1,6,1,1,333
ECL104365,Entrepreneur,Polytechnic,Central,YouTube,1,0,75,0,STTP,Online,0,8,5,0,383
ECL104366,Professional,Arts,East,WhatsApp,0,0,14,0,FDP,Offline,0,9,2,0,241
ECL104367,Professional,Science,West,LinkedIn,0,1,68,1,STTP,Offline,0,4,5,0,166
ECL104368,Student,Law,South,ACE Website,0,1,65,1,Hackathon,Online,0,9,1,0,90
ECL104369,Professional,Commerce,North,LinkedIn,1,1,80,1,FDP,Offline,0,9,2,1,398
ECL104370,Faculty,Polytechnic,South,Email,0,0,16,0,STTP,Hybrid,1,8,4,0,432
ECL104371,Professional,Law,West,Instagram,1,1,33,0,STTP,Online,0,9,5,0,303
ECL104372,Student,Commerce,East,Email,0,0,14,0,Hackathon,Hybrid,0,9,4,1,140
ECL104373,Faculty,Arts,South,WhatsApp,1,1,29,1,Hackathon,Online,1,3,2,0,379
ECL104374,Professional,Medical,East,Email,1,1,38,0,FDP,Offline,0,3,5,0,199
ECL104375,Professional,Commerce,West,LinkedIn,0,1,81,0,Workshop,Online,0,5,3,0,268
ECL104376,Faculty,Science,West,Email,1,0,17,0,Hackathon,Hybrid,1,6,5,1,399
ECL104377,Student,Polytechnic,West,LinkedIn,1,1,66,0,Workshop,Offline,0,7,1,0,387
ECL104378,Entrepreneur,Polytechnic,South,Instagram,1,1,1,0,Workshop,Offline,0,6,2,0,395
ECL104379,Faculty,Medical,Central,Instagram,1,1,4,0,Workshop,Online,1,5,4,0,50
ECL104380,Faculty,Commerce,West,ACE Website,1,0,27,0,Workshop,Online,0,3,4,0,477
ECL104381,Professional,Polytechnic,South,YouTube,1,1,66,1,Workshop,Hybrid,0,2,3,1,380
ECL104382,Entrepreneur,Polytechnic,South,Email,1,0,20,1,STTP,Hybrid,0,6,2,0,307
ECL104383,Student,Polytechnic,East,ACE Website,1,1,32,0,STTP,Hybrid,0,5,1,1,41
ECL104384,Professional,Commerce,North,LinkedIn,1,0,2,0,FDP,Online,0,9,4,1,154
ECL104385,Entrepreneur,Science,East,YouTube,1,1,84,1,Workshop,Hybrid,0,0,2,1,249
ECL104386,Student,Medical,West,Email,1,1,31,0,Workshop,Offline,1,7,4,1,250
ECL104387,Student,Engineering,West,LinkedIn,1,1,49,0,Hackathon,Offline,1,0,3,0,44
ECL104388,Entrepreneur,Science,South,YouTube,0,0,26,0,Hackathon,Offline,0,1,1,0,124
ECL104389,Professional,Engineering,West,Email,0,1,80,0,Conference,Offline,0,3,1,0,153
ECL104390,Professional,Commerce,West,YouTube,1,0,11,0,FDP,Hybrid,0,1,1,1,93
ECL104391,Entrepreneur,Polytechnic,North,Email,1,0,35,1,STTP,Hybrid,1,6,2,0,493
ECL104392,Professional,Science,Central,Instagram,1,0,17,0,FDP,Online,0,9,2,1,384
ECL104393,Professional,Science,North,Email,0,1,71,1,Webinar,Online,0,8,1,0,376
ECL104394,Faculty,Polytechnic,West,LinkedIn,0,1,41,0,Hackathon,Online,0,3,1,0,454
ECL104395,Faculty,Law,South,WhatsApp,1,0,38,0,Webinar,Online,0,5,1,1,227
ECL104396,Student,Engineering,South,ACE Website,1,1,27,0,Conference,Online,1,3,5,0,343
ECL104397,Entrepreneur,Engineering,East,LinkedIn,1,0,8,0,Conference,Online,1,8,2,0,300
ECL104398,Entrepreneur,Law,South,WhatsApp,1,1,43,0,Conference,Hybrid,0,7,3,1,146
ECL104399,Entrepreneur,Arts,Central,Email,1,1,63,0,STTP,Hybrid,0,9,5,1,152
ECL104400,Faculty,Engineering,South,LinkedIn,1,1,2,1,STTP,Offline,1,4,2,1,300
ECL104401,Student,Science,Central,Instagram,1,1,28,1,Workshop,Offline,0,2,4,1,473
ECL104402,Student,Science,North,LinkedIn,1,1,84,1,Conference,Online,1,4,3,1,238
ECL104403,Faculty,Law,North,Email,0,0,88,0,Hackathon,Offline,0,4,4,1,68
ECL104404,Entrepreneur,Arts,South,LinkedIn,1,0,18,1,Workshop,Online,1,2,5,1,165
ECL104405,Professional,Engineering,North,Instagram,1,1,17,0,Hackathon,Hybrid,1,0,1,1,493
ECL104406,Faculty,Science,North,LinkedIn,0,0,26,1,STTP,Offline,0,5,1,0,180
ECL104407,Student,Science,North,ACE Website,1,0,30,0,Hackathon,Online,0,6,2,1,460
ECL104408,Faculty,Commerce,West,Email,1,0,46,1,Webinar,Online,0,1,5,0,340
ECL104409,Faculty,Polytechnic,West,ACE Website,1,1,66,1,Conference,Offline,0,0,5,0,112
ECL104410,Student,Arts,Central,Email,1,1,38,0,STTP,Online,0,4,4,0,418
ECL104411,Student,Engineering,East,ACE Website,1,1,26,1,FDP,Online,0,5,3,0,394
ECL104412,Entrepreneur,Medical,North,Email,1,0,59,1,Webinar,Offline,1,6,4,0,241
ECL104413,Professional,Arts,South,ACE Website,1,1,50,1,Workshop,Online,1,3,5,0,380
ECL104414,Student,Commerce,North,LinkedIn,1,0,76,1,Workshop,Hybrid,0,3,3,0,210
ECL104415,Entrepreneur,Arts,East,WhatsApp,1,1,24,1,Hackathon,Offline,0,7,5,0,56
ECL104416,Entrepreneur,Commerce,East,Instagram,0,1,15,1,Workshop,Hybrid,1,9,1,0,86
ECL104417,Professional,Science,East,Email,0,0,40,0,Conference,Online,1,7,3,1,138
ECL104418,Professional,Science,Central,Email,0,0,52,1,Conference,Online,1,6,4,0,314
ECL104419,Student,Law,South,ACE Website,1,1,52,0,Workshop,Online,0,3,1,0,415
ECL104420,Entrepreneur,Medical,Central,Email,1,0,68,0,FDP,Offline,0,9,5,0,169
ECL104421,Student,Engineering,Central,Instagram,1,1,71,0,Conference,Hybrid,0,4,4,0,165
ECL104422,Student,Commerce,South,WhatsApp,1,1,75,0,STTP,Offline,0,4,4,0,14
ECL104423,Faculty,Arts,West,Email,1,0,4,0,Conference,Hybrid,0,7,3,0,177
ECL104424,Entrepreneur,Engineering,West,WhatsApp,1,0,7,0,STTP,Online,0,0,2,0,177
ECL104425,Entrepreneur,Medical,West,WhatsApp,0,0,71,1,Workshop,Offline,1,7,2,0,429
ECL104426,Student,Commerce,South,Instagram,1,0,42,1,STTP,Offline,0,6,3,0,165
ECL104427,Entrepreneur,Commerce,East,ACE Website,1,1,61,1,Hackathon,Offline,1,2,2,1,403
ECL104428,Entrepreneur,Commerce,West,WhatsApp,1,1,64,0,Hackathon,Offline,1,6,5,0,146
ECL104429,Professional,Arts,North,Email,1,0,33,1,Hackathon,Hybrid,0,2,1,1,440
ECL104430,Student,Arts,North,ACE Website,0,0,42,0,Webinar,Online,0,7,4,0,363
ECL104431,Professional,Commerce,Central,Instagram,1,0,28,1,Webinar,Offline,0,8,4,0,370
ECL104432,Professional,Science,Central,WhatsApp,1,1,43,0,Conference,Online,0,8,2,0,341
ECL104433,Student,Law,South,LinkedIn,0,1,9,1,Workshop,Offline,0,1,5,0,124
ECL104434,Professional,Arts,Central,YouTube,1,1,32,0,Workshop,Offline,1,0,3,0,478
ECL104435,Professional,Law,West,ACE Website,1,0,52,0,FDP,Offline,0,7,3,0,499
ECL104436,Entrepreneur,Arts,East,YouTube,1,0,66,1,Webinar,Hybrid,0,7,4,0,195
ECL104437,Student,Arts,Central,Instagram,0,0,42,0,Hackathon,Offline,0,0,1,0,38
ECL104438,Professional,Science,Central,LinkedIn,1,1,14,0,Webinar,Online,0,0,2,1,209
ECL104439,Professional,Polytechnic,East,WhatsApp,0,1,57,0,Hackathon,Online,0,5,5,1,152
ECL104440,Professional,Law,East,YouTube,1,0,81,0,Conference,Online,0,4,3,0,299
ECL104441,Professional,Arts,Central,WhatsApp,1,1,69,0,Webinar,Online,0,5,4,0,371
ECL104442,Entrepreneur,Engineering,South,Instagram,1,0,37,0,STTP,Offline,0,6,1,0,116
ECL104443,Professional,Law,East,Instagram,1,1,50,0,Conference,Offline,1,3,4,1,104
ECL104444,Professional,Law,West,Email,1,0,55,0,Conference,Hybrid,0,1,3,0,216
ECL104445,Student,Arts,West,YouTube,1,1,88,1,STTP,Hybrid,0,6,1,0,113
ECL104446,Professional,Law,East,ACE Website,0,1,23,1,FDP,Hybrid,0,6,3,0,30
ECL104447,Student,Medical,Central,ACE Website,1,0,43,0,STTP,Hybrid,0,5,5,0,373
ECL104448,Faculty,Science,Central,ACE Website,1,0,67,0,Hackathon,Online,0,0,5,0,240
ECL104449,Entrepreneur,Commerce,East,YouTube,1,0,10,1,Workshop,Offline,0,3,4,1,191
ECL104450,Professional,Engineering,East,WhatsApp,0,1,10,0,Hackathon,Online,1,3,4,1,41
ECL104451,Student,Law,West,Instagram,1,0,22,1,FDP,Offline,0,8,2,1,440
ECL104452,Student,Medical,South,Email,0,0,1,0,FDP,Online,1,8,3,0,316
ECL104453,Professional,Medical,North,Instagram,1,1,61,1,Conference,Online,0,2,4,0,177
ECL104454,Student,Arts,West,WhatsApp,1,0,55,1,Conference,Online,1,4,1,0,440
ECL104455,Entrepreneur,Commerce,Central,WhatsApp,0,1,18,0,Workshop,Online,0,3,4,1,338
ECL104456,Faculty,Medical,South,YouTube,1,0,55,1,STTP,Online,1,4,2,0,392
ECL104457,Entrepreneur,Polytechnic,North,WhatsApp,0,0,43,1,FDP,Hybrid,0,2,4,0,441
ECL104458,Faculty,Medical,West,WhatsApp,1,0,74,1,Conference,Hybrid,0,3,2,0,422
ECL104459,Faculty,Commerce,South,ACE Website,1,1,16,0,Conference,Hybrid,0,2,3,0,305
ECL104460,Faculty,Science,South,YouTube,1,0,57,0,Hackathon,Offline,1,9,2,1,374
ECL104461,Faculty,Engineering,Central,YouTube,0,1,2,1,Conference,Hybrid,1,8,4,1,273
ECL104462,Professional,Science,South,Email,1,1,46,0,STTP,Offline,0,5,1,0,193
ECL104463,Student,Commerce,West,ACE Website,1,0,88,0,STTP,Offline,0,6,4,1,446
ECL104464,Entrepreneur,Polytechnic,Central,Instagram,1,1,39,0,Hackathon,Offline,1,5,5,1,338
ECL104465,Student,Commerce,West,Email,0,0,16,1,Hackathon,Offline,0,8,3,0,41
ECL104466,Entrepreneur,Engineering,West,ACE Website,0,1,81,0,Hackathon,Hybrid,1,1,4,1,226
ECL104467,Professional,Medical,Central,Email,1,1,63,0,Workshop,Online,0,7,3,1,223
ECL104468,Professional,Commerce,Central,YouTube,1,0,74,0,STTP,Offline,0,2,3,1,17
ECL104469,Student,Arts,Central,LinkedIn,0,1,25,1,Workshop,Online,0,1,5,1,36
ECL104470,Faculty,Science,North,Email,0,1,1,0,STTP,Offline,1,3,2,0,136
ECL104471,Student,Science,North,Email,1,0,18,0,Conference,Hybrid,0,3,5,1,493
ECL104472,Student,Medical,Central,YouTube,0,1,60,0,Conference,Online,0,4,4,1,451
ECL104473,Faculty,Commerce,East,YouTube,1,1,4,0,Hackathon,Offline,0,4,2,0,272
ECL104474,Entrepreneur,Law,East,LinkedIn,1,0,62,1,Hackathon,Offline,0,6,1,0,296
ECL104475,Student,Polytechnic,North,WhatsApp,1,1,39,1,STTP,Hybrid,1,0,2,0,362
ECL104476,Student,Science,South,YouTube,1,1,38,0,STTP,Hybrid,0,6,4,0,351
ECL104477,Professional,Arts,North,Instagram,1,0,42,0,Hackathon,Online,0,1,5,0,20
ECL104478,Faculty,Commerce,West,Instagram,1,1,4,0,STTP,Offline,0,9,5,0,493
ECL104479,Faculty,Polytechnic,Central,Instagram,1,1,23,0,FDP,Hybrid,0,7,5,1,133
ECL104480,Student,Arts,South,Email,0,1,4,0,Conference,Online,0,0,1,0,43
ECL104481,Student,Arts,East,Instagram,1,0,25,1,FDP,Online,0,0,2,0,444
ECL104482,Faculty,Polytechnic,North,YouTube,0,1,33,1,Webinar,Offline,0,3,4,1,270
ECL104483,Faculty,Arts,Central,LinkedIn,1,1,55,0,Webinar,Offline,1,9,4,1,173
ECL104484,Student,Polytechnic,Central,LinkedIn,0,0,80,0,Conference,Hybrid,0,9,3,0,115
ECL104485,Professional,Polytechnic,West,ACE Website,0,1,75,0,FDP,Online,0,7,4,0,432
ECL104486,Student,Commerce,East,Email,1,1,41,1,Hackathon,Hybrid,0,0,5,0,176
ECL104487,Entrepreneur,Medical,Central,Email,1,1,11,1,FDP,Offline,0,1,4,0,270
ECL104488,Professional,Polytechnic,Central,ACE Website,1,1,49,1,FDP,Offline,0,1,4,0,375
ECL104489,Faculty,Law,East,Instagram,0,0,7,0,STTP,Online,0,9,3,1,153
ECL104490,Entrepreneur,Engineering,West,ACE Website,1,0,77,0,Workshop,Online,0,0,4,0,92
ECL104491,Faculty,Polytechnic,East,LinkedIn,0,1,69,1,Workshop,Offline,1,5,2,0,121
ECL104492,Professional,Medical,South,Instagram,0,1,52,0,Hackathon,Online,1,2,4,0,140
ECL104493,Professional,Arts,East,Email,1,1,43,0,Webinar,Online,0,4,1,1,335
ECL104494,Student,Commerce,North,ACE Website,1,1,46,0,STTP,Offline,0,6,5,0,113
ECL104495,Faculty,Engineering,Central,YouTube,0,1,83,0,FDP,Online,0,9,3,0,223
ECL104496,Entrepreneur,Arts,Central,ACE Website,0,1,33,1,Conference,Hybrid,1,1,3,0,352
ECL104497,Student,Commerce,Central,YouTube,1,1,22,0,Workshop,Offline,0,7,2,0,425
ECL104498,Faculty,Polytechnic,South,ACE Website,1,0,69,1,Webinar,Online,0,9,1,1,272
ECL104499,Professional,Law,West,Instagram,1,1,70,1,Conference,Offline,0,0,5,0,114
ECL104500,Student,Polytechnic,South,Email,0,1,44,1,Webinar,Hybrid,1,3,3,0,332
ECL104501,Student,Engineering,East,Email,0,1,37,0,Conference,Offline,1,2,5,1,413
ECL104502,Professional,Engineering,Central,Instagram,0,0,14,1,FDP,Online,0,4,4,0,472
ECL104503,Entrepreneur,Engineering,West,Email,1,1,32,0,STTP,Hybrid,0,2,3,0,263
ECL104504,Student,Medical,East,Instagram,1,1,51,0,STTP,Online,1,9,5,0,346
ECL104505,Entrepreneur,Medical,West,WhatsApp,0,0,79,0,Webinar,Online,0,7,3,1,110
ECL104506,Faculty,Law,North,WhatsApp,1,0,16,1,Workshop,Hybrid,0,3,4,0,49
ECL104507,Entrepreneur,Medical,West,YouTube,1,1,10,1,Hackathon,Hybrid,0,1,3,0,273
ECL104508,Entrepreneur,Medical,West,LinkedIn,1,0,89,1,Workshop,Offline,0,2,4,0,147
ECL104509,Professional,Science,North,Email,1,0,16,0,FDP,Hybrid,1,8,2,1,21
ECL104510,Professional,Arts,Central,Email,1,1,29,1,Conference,Online,0,5,5,1,229
ECL104511,Entrepreneur,Engineering,North,WhatsApp,1,1,40,1,STTP,Hybrid,0,4,2,0,129
ECL104512,Entrepreneur,Polytechnic,East,LinkedIn,0,1,28,1,FDP,Online,0,8,4,1,68
ECL104513,Student,Arts,East,WhatsApp,0,1,43,0,Webinar,Offline,0,3,3,0,469
ECL104514,Faculty,Arts,South,WhatsApp,1,0,71,0,Hackathon,Online,0,5,4,0,124
ECL104515,Student,Engineering,North,YouTube,1,0,1,1,FDP,Offline,0,8,2,0,332
ECL104516,Student,Polytechnic,South,Instagram,1,1,84,0,FDP,Online,0,0,2,0,57
ECL104517,Professional,Medical,North,WhatsApp,1,1,59,0,Workshop,Hybrid,0,8,3,0,477
ECL104518,Faculty,Arts,South,Email,1,0,43,0,STTP,Offline,0,0,2,0,211
ECL104519,Faculty,Commerce,North,YouTube,0,1,40,1,Workshop,Hybrid,0,5,1,0,75
ECL104520,Faculty,Medical,North,LinkedIn,1,1,43,1,Conference,Online,0,7,4,1,362
ECL104521,Entrepreneur,Law,West,LinkedIn,0,1,78,0,STTP,Online,0,7,2,0,196
ECL104522,Student,Science,North,Email,1,1,36,0,FDP,Hybrid,0,2,4,0,219
ECL104523,Student,Arts,West,ACE Website,0,0,87,1,Conference,Offline,1,8,4,0,292
ECL104524,Faculty,Arts,Central,Email,0,0,62,1,FDP,Offline,0,1,3,0,181
ECL104525,Professional,Law,West,Email,1,1,54,1,Workshop,Hybrid,1,1,5,0,32
ECL104526,Student,Engineering,North,ACE Website,1,1,34,0,Webinar,Offline,1,6,5,0,310
ECL104527,Entrepreneur,Commerce,North,LinkedIn,0,1,87,0,FDP,Hybrid,0,3,4,0,112
ECL104528,Faculty,Medical,Central,LinkedIn,0,0,8,1,Hackathon,Offline,0,2,3,0,50
ECL104529,Student,Engineering,South,ACE Website,1,1,76,1,Conference,Hybrid,0,8,2,0,356
ECL104530,Entrepreneur,Commerce,West,YouTube,0,0,57,0,STTP,Hybrid,0,8,3,0,204
ECL104531,Faculty,Arts,North,YouTube,1,0,15,0,STTP,Offline,0,2,2,0,193
ECL104532,Entrepreneur,Engineering,South,Instagram,1,0,89,0,Hackathon,Offline,0,7,2,0,339
ECL104533,Faculty,Polytechnic,North,WhatsApp,1,0,9,0,Hackathon,Offline,0,3,5,0,36
ECL104534,Faculty,Arts,West,LinkedIn,1,1,59,0,FDP,Online,0,7,1,0,23
ECL104535,Entrepreneur,Law,North,Instagram,0,0,3,0,Webinar,Online,0,0,4,1,95
ECL104536,Professional,Arts,Central,LinkedIn,1,0,26,0,STTP,Offline,1,8,4,0,13
ECL104537,Entrepreneur,Medical,Central,LinkedIn,1,1,53,1,Hackathon,Offline,1,6,3,1,174
ECL104538,Faculty,Medical,West,Email,1,1,42,0,Conference,Hybrid,0,7,4,0,192
ECL104539,Student,Arts,East,ACE Website,0,0,17,0,STTP,Hybrid,1,1,3,0,265
ECL104540,Entrepreneur,Polytechnic,North,YouTube,0,1,43,0,FDP,Hybrid,1,2,2,1,473
ECL104541,Student,Engineering,West,Email,1,1,17,1,Conference,Online,0,5,3,0,158
ECL104542,Entrepreneur,Engineering,South,LinkedIn,1,0,26,0,Workshop,Offline,0,2,2,0,33
ECL104543,Professional,Medical,Central,YouTube,1,1,37,0,Conference,Online,0,6,2,0,442
ECL104544,Professional,Medical,East,Email,0,0,37,1,STTP,Online,1,2,1,0,448
ECL104545,Student,Science,Central,Instagram,0,1,0,0,FDP,Hybrid,0,4,5,0,157
ECL104546,Entrepreneur,Polytechnic,South,WhatsApp,1,1,80,0,Webinar,Offline,0,3,5,0,425
ECL104547,Professional,Polytechnic,East,WhatsApp,1,0,21,0,STTP,Online,0,1,3,0,135
ECL104548,Entrepreneur,Commerce,North,YouTube,1,1,54,1,Conference,Offline,0,8,3,1,402
ECL104549,Professional,Science,North,LinkedIn,1,1,59,1,FDP,Online,0,9,3,0,409
ECL104550,Professional,Medical,East,YouTube,1,1,3,0,STTP,Offline,0,9,3,0,227
ECL104551,Student,Engineering,East,WhatsApp,1,0,15,1,FDP,Hybrid,0,8,1,1,15
ECL104552,Professional,Medical,Central,LinkedIn,0,1,26,0,Conference,Hybrid,1,8,5,0,186
ECL104553,Faculty,Commerce,West,YouTube,1,0,17,0,Hackathon,Hybrid,0,8,2,1,310
ECL104554,Entrepreneur,Polytechnic,South,ACE Website,1,1,67,0,STTP,Hybrid,0,0,1,1,211
ECL104555,Entrepreneur,Law,South,Instagram,1,0,88,1,STTP,Online,0,8,4,0,264
ECL104556,Faculty,Science,Central,ACE Website,1,1,67,0,Workshop,Online,0,4,2,0,194
ECL104557,Student,Polytechnic,South,ACE Website,0,1,49,1,FDP,Offline,0,6,4,0,101
ECL104558,Student,Engineering,North,LinkedIn,0,0,83,1,STTP,Online,0,9,1,1,227
ECL104559,Entrepreneur,Polytechnic,North,LinkedIn,0,0,12,1,Hackathon,Hybrid,0,6,2,0,17
ECL104560,Professional,Science,West,Instagram,1,1,10,0,Workshop,Online,0,2,3,0,256
ECL104561,Faculty,Engineering,South,YouTube,1,1,80,0,FDP,Offline,0,6,1,1,187
ECL104562,Student,Commerce,North,ACE Website,0,0,77,1,Conference,Online,1,4,1,0,39
ECL104563,Student,Science,Central,WhatsApp,1,1,42,0,FDP,Online,1,3,4,0,38
ECL104564,Professional,Engineering,Central,Email,1,0,26,0,Webinar,Offline,0,3,3,1,499
ECL104565,Entrepreneur,Law,North,Instagram,1,1,80,0,Hackathon,Offline,0,9,2,0,91
ECL104566,Professional,Science,East,WhatsApp,1,1,2,1,FDP,Hybrid,1,5,1,1,45
ECL104567,Faculty,Polytechnic,Central,YouTube,1,0,59,1,Webinar,Offline,0,8,4,0,155
ECL104568,Professional,Medical,South,Email,0,0,71,0,Hackathon,Online,0,3,2,0,242
ECL104569,Student,Science,Central,Email,1,1,60,1,Workshop,Hybrid,0,4,4,0,332
ECL104570,Faculty,Commerce,West,ACE Website,1,0,11,1,Webinar,Offline,0,2,5,0,248
ECL104571,Professional,Medical,Central,LinkedIn,0,1,89,1,Workshop,Hybrid,1,5,4,0,145
ECL104572,Professional,Polytechnic,North,YouTube,1,0,28,1,Conference,Hybrid,0,0,3,1,325
ECL104573,Entrepreneur,Science,Central,WhatsApp,0,1,49,0,Hackathon,Online,0,2,3,1,419
ECL104574,Entrepreneur,Law,West,ACE Website,0,1,1,0,Webinar,Online,0,8,4,1,217
ECL104575,Professional,Medical,East,LinkedIn,0,0,53,1,STTP,Online,1,1,3,0,457
